source_whois_id,source_character_id,source_character_name,whois_descriptor,whois_text_excerpt,mentioned_name,mention_type,heading,evidence_excerpt,confidence,matched_known_character
whois_bogger_1780961791,char_bogger,Bogger,Broadbeam Fighter,"…
and my
cigarettes with me:D'

Morgase tells you 'Jag går alltid in med inställningen att jag är glad om jag
dtar när jag gör unqa, tappar jag ingen exp'

(That was after him fall-dying. After that, he mobdied in there as well.)

Gushkatif says 'själv så spelare jag lika dåligt som om jag var nykter'

Auluua sprays: HØR NU PÅ HAN DÆR SKÅNSKE SATAN

Rogon tells you: 'ja du är nog den första jag ser som fått för sig att mappa
som spya :)'",Rogon,quoted_speaker,,Rogon tells you: 'ja du är nog den första jag ser som fått för sig att mappa,high,yes
whois_brâddóck_1780961797,,Brâddóck,Tarkhnarb Rider,"Brâddóck is a level thirty Tarkhnarb
    Rider [Retired].
Last login 13 years, 2 months, and
    5 days ago from *.net.

Smrtihlav tells you 'exp and some annoying newbie , 2 good reasons'
When I asked why he might kill me. :)

Ornate, engraved sword, garnet-ring, topaz-ring, emerald-ring",Smrtihlav,quoted_speaker,,"Smrtihlav tells you 'exp and some annoying newbie , 2 good reasons'",high,yes
whois_glamduril_1780961947,char_glamduril,Glamduril,Noldorin Sentry,"Glamduril is a level eleven Noldorin Sentry
    [Retired].
Last login 15 years, 9 months, and 19 days ago from
    *.net.
............................
Uber, Hemp, Ganja, Rumble, Belsambar, Belkira, Mojo
Belmakor, Yarblek
Hudo, Gorlim, Roliowyn, Galumir, Yarblek, Ganja",Uber,comma_name_list,,"Uber, Hemp, Ganja, Rumble, Belsambar, Belkira, Mojo",high,yes
whois_glamduril_1780961947,char_glamduril,Glamduril,Noldorin Sentry,"Glamduril is a level eleven Noldorin Sentry
    [Retired].
Last login 15 years, 9 months, and 19 days ago from
    *.net.
............................
Uber, Hemp, Ganja, Rumble, Belsambar, Belkira, Mojo
Belmakor, Yarblek
Hudo, Gorlim, Roliowyn, Galumir, Yarblek, Ganja",Hemp,comma_name_list,,"Uber, Hemp, Ganja, Rumble, Belsambar, Belkira, Mojo",low,no
whois_glamduril_1780961947,char_glamduril,Glamduril,Noldorin Sentry,"Glamduril is a level eleven Noldorin Sentry
    [Retired].
Last login 15 years, 9 months, and 19 days ago from
    *.net.
............................
Uber, Hemp, Ganja, Rumble, Belsambar, Belkira, Mojo
Belmakor, Yarblek
Hudo, Gorlim, Roliowyn, Galumir, Yarblek, Ganja",Ganja,comma_name_list,,"Uber, Hemp, Ganja, Rumble, Belsambar, Belkira, Mojo",low,no
whois_glamduril_1780961947,char_glamduril,Glamduril,Noldorin Sentry,"Glamduril is a level eleven Noldorin Sentry
    [Retired].
Last login 15 years, 9 months, and 19 days ago from
    *.net.
............................
Uber, Hemp, Ganja, Rumble, Belsambar, Belkira, Mojo
Belmakor, Yarblek
Hudo, Gorlim, Roliowyn, Galumir, Yarblek, Ganja",Rumble,comma_name_list,,"Uber, Hemp, Ganja, Rumble, Belsambar, Belkira, Mojo",high,yes
whois_glamduril_1780961947,char_glamduril,Glamduril,Noldorin Sentry,"Glamduril is a level eleven Noldorin Sentry
    [Retired].
Last login 15 years, 9 months, and 19 days ago from
    *.net.
............................
Uber, Hemp, Ganja, Rumble, Belsambar, Belkira, Mojo
Belmakor, Yarblek
Hudo, Gorlim, Roliowyn, Galumir, Yarblek, Ganja",Belsambar,comma_name_list,,"Uber, Hemp, Ganja, Rumble, Belsambar, Belkira, Mojo",low,no
whois_glamduril_1780961947,char_glamduril,Glamduril,Noldorin Sentry,"Glamduril is a level eleven Noldorin Sentry
    [Retired].
Last login 15 years, 9 months, and 19 days ago from
    *.net.
............................
Uber, Hemp, Ganja, Rumble, Belsambar, Belkira, Mojo
Belmakor, Yarblek
Hudo, Gorlim, Roliowyn, Galumir, Yarblek, Ganja",Belkira,comma_name_list,,"Uber, Hemp, Ganja, Rumble, Belsambar, Belkira, Mojo",low,no
whois_glamduril_1780961947,char_glamduril,Glamduril,Noldorin Sentry,"Glamduril is a level eleven Noldorin Sentry
    [Retired].
Last login 15 years, 9 months, and 19 days ago from
    *.net.
............................
Uber, Hemp, Ganja, Rumble, Belsambar, Belkira, Mojo
Belmakor, Yarblek
Hudo, Gorlim, Roliowyn, Galumir, Yarblek, Ganja",Mojo,comma_name_list,,"Uber, Hemp, Ganja, Rumble, Belsambar, Belkira, Mojo",high,yes
whois_glamduril_1780961947,char_glamduril,Glamduril,Noldorin Sentry,"Glamduril is a level eleven Noldorin Sentry
    [Retired].
Last login 15 years, 9 months, and 19 days ago from
    *.net.
............................
Uber, Hemp, Ganja, Rumble, Belsambar, Belkira, Mojo
Belmakor, Yarblek
Hudo, Gorlim, Roliowyn, Galumir, Yarblek, Ganja",Hudo,comma_name_list,,"Hudo, Gorlim, Roliowyn, Galumir, Yarblek, Ganja",low,no
whois_glamduril_1780961947,char_glamduril,Glamduril,Noldorin Sentry,"Glamduril is a level eleven Noldorin Sentry
    [Retired].
Last login 15 years, 9 months, and 19 days ago from
    *.net.
............................
Uber, Hemp, Ganja, Rumble, Belsambar, Belkira, Mojo
Belmakor, Yarblek
Hudo, Gorlim, Roliowyn, Galumir, Yarblek, Ganja",Gorlim,comma_name_list,,"Hudo, Gorlim, Roliowyn, Galumir, Yarblek, Ganja",low,no
whois_glamduril_1780961947,char_glamduril,Glamduril,Noldorin Sentry,"Glamduril is a level eleven Noldorin Sentry
    [Retired].
Last login 15 years, 9 months, and 19 days ago from
    *.net.
............................
Uber, Hemp, Ganja, Rumble, Belsambar, Belkira, Mojo
Belmakor, Yarblek
Hudo, Gorlim, Roliowyn, Galumir, Yarblek, Ganja",Roliowyn,comma_name_list,,"Hudo, Gorlim, Roliowyn, Galumir, Yarblek, Ganja",low,no
whois_glamduril_1780961947,char_glamduril,Glamduril,Noldorin Sentry,"Glamduril is a level eleven Noldorin Sentry
    [Retired].
Last login 15 years, 9 months, and 19 days ago from
    *.net.
............................
Uber, Hemp, Ganja, Rumble, Belsambar, Belkira, Mojo
Belmakor, Yarblek
Hudo, Gorlim, Roliowyn, Galumir, Yarblek, Ganja",Galumir,comma_name_list,,"Hudo, Gorlim, Roliowyn, Galumir, Yarblek, Ganja",low,no
whois_glamduril_1780961947,char_glamduril,Glamduril,Noldorin Sentry,"Glamduril is a level eleven Noldorin Sentry
    [Retired].
Last login 15 years, 9 months, and 19 days ago from
    *.net.
............................
Uber, Hemp, Ganja, Rumble, Belsambar, Belkira, Mojo
Belmakor, Yarblek
Hudo, Gorlim, Roliowyn, Galumir, Yarblek, Ganja",Yarblek,comma_name_list,,"Hudo, Gorlim, Roliowyn, Galumir, Yarblek, Ganja",low,no
whois_glamduril_1780961947,char_glamduril,Glamduril,Noldorin Sentry,"Glamduril is a level eleven Noldorin Sentry
    [Retired].
Last login 15 years, 9 months, and 19 days ago from
    *.net.
............................
Uber, Hemp, Ganja, Rumble, Belsambar, Belkira, Mojo
Belmakor, Yarblek
Hudo, Gorlim, Roliowyn, Galumir, Yarblek, Ganja",Ganja,comma_name_list,,"Hudo, Gorlim, Roliowyn, Galumir, Yarblek, Ganja",low,no
whois_jauer_1780961975,char_jauer,Jauer,Orc,"Jauer says: Fat with Jau! is an Orc [Retired].
Last login 8 years and 29 days ago.

- One of the Titans

Retired with Elestir's full shining until mend and resize is fixed!

Sterman tells you 'nice last narr btw'
Sterman tells you 'well timed and all. It was perfect'",Jauer,quoted_speaker,,Jauer says: Fat with Jau! is an Orc [Retired].,high,yes
whois_jauer_1780961975,char_jauer,Jauer,Orc,"Jauer says: Fat with Jau! is an Orc [Retired].
Last login 8 years and 29 days ago.

- One of the Titans

Retired with Elestir's full shining until mend and resize is fixed!

Sterman tells you 'nice last narr btw'
Sterman tells you 'well timed and all. It was perfect'",Sterman,quoted_speaker,,Sterman tells you 'nice last narr btw',medium,no
whois_jauer_1780961975,char_jauer,Jauer,Orc,"Jauer says: Fat with Jau! is an Orc [Retired].
Last login 8 years and 29 days ago.

- One of the Titans

Retired with Elestir's full shining until mend and resize is fixed!

Sterman tells you 'nice last narr btw'
Sterman tells you 'well timed and all. It was perfect'",Sterman,quoted_speaker,,Sterman tells you 'well timed and all. It was perfect',medium,no
whois_líng_1780961987,,Líng,Maia,"Líng the young and vibrant one is a Maia [Retired].
Last login 15 years, 6 months, and 8 days ago from
    [numerical address].

Azan tells you 'Stop trippin about your age we are still young and vibrant!'",Azan,quoted_speaker,,Azan tells you 'Stop trippin about your age we are still young and vibrant!',high,yes
whois_lorduk_1780961992,char_lorduk,Lorduk,Troll,"Lorduk is a Troll [Retired].
Last login 23 years, 10 months, and 15 days ago.

8 feet 10 and 60 stone.
2.70m and 385kg. You certainly dont want meet him!

Fearsome tells you 'relax '
Fearsome tells you 'you sunrockin and retireing chars is costing me a fortune
:)'",Fearsome,quoted_speaker,,Fearsome tells you 'relax ',high,yes
whois_lorduk_1780961992,char_lorduk,Lorduk,Troll,"Lorduk is a Troll [Retired].
Last login 23 years, 10 months, and 15 days ago.

8 feet 10 and 60 stone.
2.70m and 385kg. You certainly dont want meet him!

Fearsome tells you 'relax '
Fearsome tells you 'you sunrockin and retireing chars is costing me a fortune
:)'",Fearsome,quoted_speaker,,Fearsome tells you 'you sunrockin and retireing chars is costing me a fortune,high,yes
whois_luvette_1780961998,char_luvette,Luvette,Beorning Battlemistress,"Luvette or leave it!1 is a level twenty-four
    Beorning Battlemistress [Retired].
Last login 25 years, 2 months, and 18 days ago from
    [numerical address].

 Pernicious has arrived from the west.
 Pernicious says 'I thought linux was only for powwow'
 Dizziness and hallucinations overwhelm you.",Pernicious,quoted_speaker,,Pernicious says 'I thought linux was only for powwow',medium,no
whois_malus_1780962004,char_malus,Malus,Zaugurz Orc,"Malus Darkblade, Wielder of Spite the Cold One is a
    Zaugurz Orc [Retired].
Last login 3 years, 9 months, and 8 days ago.

Naga tells you '/kit malus - Those Zaugurz Orcs don't deserve kits.'",Naga,quoted_speaker,,Naga tells you '/kit malus - Those Zaugurz Orcs don't deserve kits.',high,yes
whois_melinda_1780962010,char_melinda,Melinda,Black Númenórean,"Melinda bling bling is a Black Númenórean [Retired].
Last login 16 years, 9 months, and 3 days ago.

Smrtihlav tells you 'i think hewer decays today'
Smrtihlav tells you 'if it will happen i will call mother and say
sorry I cant come for dinner'
Smrtihlav tells you 'gonna spam do gg'",Smrtihlav,quoted_speaker,,Smrtihlav tells you 'i think hewer decays today',high,yes
whois_melinda_1780962010,char_melinda,Melinda,Black Númenórean,"Melinda bling bling is a Black Númenórean [Retired].
Last login 16 years, 9 months, and 3 days ago.

Smrtihlav tells you 'i think hewer decays today'
Smrtihlav tells you 'if it will happen i will call mother and say
sorry I cant come for dinner'
Smrtihlav tells you 'gonna spam do gg'",Smrtihlav,quoted_speaker,,Smrtihlav tells you 'if it will happen i will call mother and say,high,yes
whois_melinda_1780962010,char_melinda,Melinda,Black Númenórean,"Melinda bling bling is a Black Númenórean [Retired].
Last login 16 years, 9 months, and 3 days ago.

Smrtihlav tells you 'i think hewer decays today'
Smrtihlav tells you 'if it will happen i will call mother and say
sorry I cant come for dinner'
Smrtihlav tells you 'gonna spam do gg'",Smrtihlav,quoted_speaker,,Smrtihlav tells you 'gonna spam do gg',high,yes
whois_silencio_1780962044,char_silencio,Silencio,Sindarin Warlock,"Silencio Lucidio is a level forty-three Sindarin
    Warlock [Retired].
Last login 15 years, 11 months, and 24 days ago from
    *.se.

Norwen tells you 'i'm not exactly straight either'",Norwen,quoted_speaker,,Norwen tells you 'i'm not exactly straight either',medium,no
whois_wierd_1780962056,char_wierd,Wierd,Orc,"Wierd Whyred is an Orc [Retired].
Last login 16 years, 4 months, and 29 days ago.
Is playing from *.norrland

Sauron tells you 'HELLO SNAGA!'",Sauron,quoted_speaker,,Sauron tells you 'HELLO SNAGA!',medium,no
whois_letholes_1781052441,,Letholes,Elf,"Letholes of the Scouts of Rivendell is an Elf.
Last login 15 years, 9 months, and 18 days ago.

- One of the Hidden Hunters.

Pukes: Artus, Commodore, Dharg, Faihran, Guir, Letholes, Lorte, Romil
Orcs: Erui, Lethal, Morzak, Sniper
BN: Masoj
Troll: Mielo",Artus,heading_name_list,Pukes,"Pukes: Artus, Commodore, Dharg, Faihran, Guir, Letholes, Lorte, Romil",medium,no
whois_letholes_1781052441,,Letholes,Elf,"Letholes of the Scouts of Rivendell is an Elf.
Last login 15 years, 9 months, and 18 days ago.

- One of the Hidden Hunters.

Pukes: Artus, Commodore, Dharg, Faihran, Guir, Letholes, Lorte, Romil
Orcs: Erui, Lethal, Morzak, Sniper
BN: Masoj
Troll: Mielo",Commodore,heading_name_list,Pukes,"Pukes: Artus, Commodore, Dharg, Faihran, Guir, Letholes, Lorte, Romil",medium,no
whois_letholes_1781052441,,Letholes,Elf,"Letholes of the Scouts of Rivendell is an Elf.
Last login 15 years, 9 months, and 18 days ago.

- One of the Hidden Hunters.

Pukes: Artus, Commodore, Dharg, Faihran, Guir, Letholes, Lorte, Romil
Orcs: Erui, Lethal, Morzak, Sniper
BN: Masoj
Troll: Mielo",Dharg,heading_name_list,Pukes,"Pukes: Artus, Commodore, Dharg, Faihran, Guir, Letholes, Lorte, Romil",medium,no
whois_letholes_1781052441,,Letholes,Elf,"Letholes of the Scouts of Rivendell is an Elf.
Last login 15 years, 9 months, and 18 days ago.

- One of the Hidden Hunters.

Pukes: Artus, Commodore, Dharg, Faihran, Guir, Letholes, Lorte, Romil
Orcs: Erui, Lethal, Morzak, Sniper
BN: Masoj
Troll: Mielo",Faihran,heading_name_list,Pukes,"Pukes: Artus, Commodore, Dharg, Faihran, Guir, Letholes, Lorte, Romil",medium,no
whois_letholes_1781052441,,Letholes,Elf,"Letholes of the Scouts of Rivendell is an Elf.
Last login 15 years, 9 months, and 18 days ago.

- One of the Hidden Hunters.

Pukes: Artus, Commodore, Dharg, Faihran, Guir, Letholes, Lorte, Romil
Orcs: Erui, Lethal, Morzak, Sniper
BN: Masoj
Troll: Mielo",Guir,heading_name_list,Pukes,"Pukes: Artus, Commodore, Dharg, Faihran, Guir, Letholes, Lorte, Romil",medium,no
whois_letholes_1781052441,,Letholes,Elf,"Letholes of the Scouts of Rivendell is an Elf.
Last login 15 years, 9 months, and 18 days ago.

- One of the Hidden Hunters.

Pukes: Artus, Commodore, Dharg, Faihran, Guir, Letholes, Lorte, Romil
Orcs: Erui, Lethal, Morzak, Sniper
BN: Masoj
Troll: Mielo",Letholes,heading_name_list,Pukes,"Pukes: Artus, Commodore, Dharg, Faihran, Guir, Letholes, Lorte, Romil",high,yes
whois_letholes_1781052441,,Letholes,Elf,"Letholes of the Scouts of Rivendell is an Elf.
Last login 15 years, 9 months, and 18 days ago.

- One of the Hidden Hunters.

Pukes: Artus, Commodore, Dharg, Faihran, Guir, Letholes, Lorte, Romil
Orcs: Erui, Lethal, Morzak, Sniper
BN: Masoj
Troll: Mielo",Lorte,heading_name_list,Pukes,"Pukes: Artus, Commodore, Dharg, Faihran, Guir, Letholes, Lorte, Romil",medium,no
whois_letholes_1781052441,,Letholes,Elf,"Letholes of the Scouts of Rivendell is an Elf.
Last login 15 years, 9 months, and 18 days ago.

- One of the Hidden Hunters.

Pukes: Artus, Commodore, Dharg, Faihran, Guir, Letholes, Lorte, Romil
Orcs: Erui, Lethal, Morzak, Sniper
BN: Masoj
Troll: Mielo",Romil,heading_name_list,Pukes,"Pukes: Artus, Commodore, Dharg, Faihran, Guir, Letholes, Lorte, Romil",medium,no
whois_letholes_1781052441,,Letholes,Elf,"Letholes of the Scouts of Rivendell is an Elf.
Last login 15 years, 9 months, and 18 days ago.

- One of the Hidden Hunters.

Pukes: Artus, Commodore, Dharg, Faihran, Guir, Letholes, Lorte, Romil
Orcs: Erui, Lethal, Morzak, Sniper
BN: Masoj
Troll: Mielo",Erui,heading_name_list,Orcs,"Orcs: Erui, Lethal, Morzak, Sniper",medium,no
whois_letholes_1781052441,,Letholes,Elf,"Letholes of the Scouts of Rivendell is an Elf.
Last login 15 years, 9 months, and 18 days ago.

- One of the Hidden Hunters.

Pukes: Artus, Commodore, Dharg, Faihran, Guir, Letholes, Lorte, Romil
Orcs: Erui, Lethal, Morzak, Sniper
BN: Masoj
Troll: Mielo",Lethal,heading_name_list,Orcs,"Orcs: Erui, Lethal, Morzak, Sniper",medium,no
whois_letholes_1781052441,,Letholes,Elf,"Letholes of the Scouts of Rivendell is an Elf.
Last login 15 years, 9 months, and 18 days ago.

- One of the Hidden Hunters.

Pukes: Artus, Commodore, Dharg, Faihran, Guir, Letholes, Lorte, Romil
Orcs: Erui, Lethal, Morzak, Sniper
BN: Masoj
Troll: Mielo",Morzak,heading_name_list,Orcs,"Orcs: Erui, Lethal, Morzak, Sniper",medium,no
whois_letholes_1781052441,,Letholes,Elf,"Letholes of the Scouts of Rivendell is an Elf.
Last login 15 years, 9 months, and 18 days ago.

- One of the Hidden Hunters.

Pukes: Artus, Commodore, Dharg, Faihran, Guir, Letholes, Lorte, Romil
Orcs: Erui, Lethal, Morzak, Sniper
BN: Masoj
Troll: Mielo",Sniper,heading_name_list,Orcs,"Orcs: Erui, Lethal, Morzak, Sniper",medium,no
whois_letholes_1781052441,,Letholes,Elf,"Letholes of the Scouts of Rivendell is an Elf.
Last login 15 years, 9 months, and 18 days ago.

- One of the Hidden Hunters.

Pukes: Artus, Commodore, Dharg, Faihran, Guir, Letholes, Lorte, Romil
Orcs: Erui, Lethal, Morzak, Sniper
BN: Masoj
Troll: Mielo",Commodore,comma_name_list,,"Pukes: Artus, Commodore, Dharg, Faihran, Guir, Letholes, Lorte, Romil",low,no
whois_letholes_1781052441,,Letholes,Elf,"Letholes of the Scouts of Rivendell is an Elf.
Last login 15 years, 9 months, and 18 days ago.

- One of the Hidden Hunters.

Pukes: Artus, Commodore, Dharg, Faihran, Guir, Letholes, Lorte, Romil
Orcs: Erui, Lethal, Morzak, Sniper
BN: Masoj
Troll: Mielo",Dharg,comma_name_list,,"Pukes: Artus, Commodore, Dharg, Faihran, Guir, Letholes, Lorte, Romil",low,no
whois_letholes_1781052441,,Letholes,Elf,"Letholes of the Scouts of Rivendell is an Elf.
Last login 15 years, 9 months, and 18 days ago.

- One of the Hidden Hunters.

Pukes: Artus, Commodore, Dharg, Faihran, Guir, Letholes, Lorte, Romil
Orcs: Erui, Lethal, Morzak, Sniper
BN: Masoj
Troll: Mielo",Faihran,comma_name_list,,"Pukes: Artus, Commodore, Dharg, Faihran, Guir, Letholes, Lorte, Romil",low,no
whois_letholes_1781052441,,Letholes,Elf,"Letholes of the Scouts of Rivendell is an Elf.
Last login 15 years, 9 months, and 18 days ago.

- One of the Hidden Hunters.

Pukes: Artus, Commodore, Dharg, Faihran, Guir, Letholes, Lorte, Romil
Orcs: Erui, Lethal, Morzak, Sniper
BN: Masoj
Troll: Mielo",Guir,comma_name_list,,"Pukes: Artus, Commodore, Dharg, Faihran, Guir, Letholes, Lorte, Romil",low,no
whois_letholes_1781052441,,Letholes,Elf,"Letholes of the Scouts of Rivendell is an Elf.
Last login 15 years, 9 months, and 18 days ago.

- One of the Hidden Hunters.

Pukes: Artus, Commodore, Dharg, Faihran, Guir, Letholes, Lorte, Romil
Orcs: Erui, Lethal, Morzak, Sniper
BN: Masoj
Troll: Mielo",Letholes,comma_name_list,,"Pukes: Artus, Commodore, Dharg, Faihran, Guir, Letholes, Lorte, Romil",high,yes
whois_letholes_1781052441,,Letholes,Elf,"Letholes of the Scouts of Rivendell is an Elf.
Last login 15 years, 9 months, and 18 days ago.

- One of the Hidden Hunters.

Pukes: Artus, Commodore, Dharg, Faihran, Guir, Letholes, Lorte, Romil
Orcs: Erui, Lethal, Morzak, Sniper
BN: Masoj
Troll: Mielo",Lorte,comma_name_list,,"Pukes: Artus, Commodore, Dharg, Faihran, Guir, Letholes, Lorte, Romil",low,no
whois_letholes_1781052441,,Letholes,Elf,"Letholes of the Scouts of Rivendell is an Elf.
Last login 15 years, 9 months, and 18 days ago.

- One of the Hidden Hunters.

Pukes: Artus, Commodore, Dharg, Faihran, Guir, Letholes, Lorte, Romil
Orcs: Erui, Lethal, Morzak, Sniper
BN: Masoj
Troll: Mielo",Romil,comma_name_list,,"Pukes: Artus, Commodore, Dharg, Faihran, Guir, Letholes, Lorte, Romil",low,no
whois_letholes_1781052441,,Letholes,Elf,"Letholes of the Scouts of Rivendell is an Elf.
Last login 15 years, 9 months, and 18 days ago.

- One of the Hidden Hunters.

Pukes: Artus, Commodore, Dharg, Faihran, Guir, Letholes, Lorte, Romil
Orcs: Erui, Lethal, Morzak, Sniper
BN: Masoj
Troll: Mielo",Lethal,comma_name_list,,"Orcs: Erui, Lethal, Morzak, Sniper",low,no
whois_letholes_1781052441,,Letholes,Elf,"Letholes of the Scouts of Rivendell is an Elf.
Last login 15 years, 9 months, and 18 days ago.

- One of the Hidden Hunters.

Pukes: Artus, Commodore, Dharg, Faihran, Guir, Letholes, Lorte, Romil
Orcs: Erui, Lethal, Morzak, Sniper
BN: Masoj
Troll: Mielo",Morzak,comma_name_list,,"Orcs: Erui, Lethal, Morzak, Sniper",low,no
whois_letholes_1781052441,,Letholes,Elf,"Letholes of the Scouts of Rivendell is an Elf.
Last login 15 years, 9 months, and 18 days ago.

- One of the Hidden Hunters.

Pukes: Artus, Commodore, Dharg, Faihran, Guir, Letholes, Lorte, Romil
Orcs: Erui, Lethal, Morzak, Sniper
BN: Masoj
Troll: Mielo",Sniper,comma_name_list,,"Orcs: Erui, Lethal, Morzak, Sniper",low,no
whois_vräsh_1781052575,,Vräsh,Dwarven Chieftain,"Vräsh VII is a level forty-five Dwarven Chieftain
    [Retired].
Last login 7 years, 1 month, and 25 days ago from
    [numerical address].

Norìk says 'did you seriously write ""xp buddies ftw"" on my facebook? are
you trying to cockblock me or something?'

Aldweth Booms : Norik tells you 'me renting for 15 minutes to get prepped for
5 hrs of muming,",Norìk,quoted_speaker,,"Norìk says 'did you seriously write ""xp buddies ftw"" on my facebook? are",medium,no
whois_ada_1781576628,,Ada,Maia,"Ada the Whitest is a Maia.
Last login 12 years, 1 month, and
    22 days ago from [numerical
    address].

Also playing:
Pukes: Anton, Korshun, Lisp, Liss, Ostap, Udav, Urfin, Voron, Zakuska
Darkies: Bober, Dracula, Korn, Pej, Pozitiv, Uktuk, Vinni",Anton,heading_name_list,Pukes,"Pukes: Anton, Korshun, Lisp, Liss, Ostap, Udav, Urfin, Voron, Zakuska",high,yes
whois_ada_1781576628,,Ada,Maia,"Ada the Whitest is a Maia.
Last login 12 years, 1 month, and
    22 days ago from [numerical
    address].

Also playing:
Pukes: Anton, Korshun, Lisp, Liss, Ostap, Udav, Urfin, Voron, Zakuska
Darkies: Bober, Dracula, Korn, Pej, Pozitiv, Uktuk, Vinni",Korshun,heading_name_list,Pukes,"Pukes: Anton, Korshun, Lisp, Liss, Ostap, Udav, Urfin, Voron, Zakuska",medium,no
whois_ada_1781576628,,Ada,Maia,"Ada the Whitest is a Maia.
Last login 12 years, 1 month, and
    22 days ago from [numerical
    address].

Also playing:
Pukes: Anton, Korshun, Lisp, Liss, Ostap, Udav, Urfin, Voron, Zakuska
Darkies: Bober, Dracula, Korn, Pej, Pozitiv, Uktuk, Vinni",Lisp,heading_name_list,Pukes,"Pukes: Anton, Korshun, Lisp, Liss, Ostap, Udav, Urfin, Voron, Zakuska",high,yes
whois_ada_1781576628,,Ada,Maia,"Ada the Whitest is a Maia.
Last login 12 years, 1 month, and
    22 days ago from [numerical
    address].

Also playing:
Pukes: Anton, Korshun, Lisp, Liss, Ostap, Udav, Urfin, Voron, Zakuska
Darkies: Bober, Dracula, Korn, Pej, Pozitiv, Uktuk, Vinni",Liss,heading_name_list,Pukes,"Pukes: Anton, Korshun, Lisp, Liss, Ostap, Udav, Urfin, Voron, Zakuska",medium,no
whois_ada_1781576628,,Ada,Maia,"Ada the Whitest is a Maia.
Last login 12 years, 1 month, and
    22 days ago from [numerical
    address].

Also playing:
Pukes: Anton, Korshun, Lisp, Liss, Ostap, Udav, Urfin, Voron, Zakuska
Darkies: Bober, Dracula, Korn, Pej, Pozitiv, Uktuk, Vinni",Ostap,heading_name_list,Pukes,"Pukes: Anton, Korshun, Lisp, Liss, Ostap, Udav, Urfin, Voron, Zakuska",medium,no
whois_ada_1781576628,,Ada,Maia,"Ada the Whitest is a Maia.
Last login 12 years, 1 month, and
    22 days ago from [numerical
    address].

Also playing:
Pukes: Anton, Korshun, Lisp, Liss, Ostap, Udav, Urfin, Voron, Zakuska
Darkies: Bober, Dracula, Korn, Pej, Pozitiv, Uktuk, Vinni",Udav,heading_name_list,Pukes,"Pukes: Anton, Korshun, Lisp, Liss, Ostap, Udav, Urfin, Voron, Zakuska",medium,no
whois_ada_1781576628,,Ada,Maia,"Ada the Whitest is a Maia.
Last login 12 years, 1 month, and
    22 days ago from [numerical
    address].

Also playing:
Pukes: Anton, Korshun, Lisp, Liss, Ostap, Udav, Urfin, Voron, Zakuska
Darkies: Bober, Dracula, Korn, Pej, Pozitiv, Uktuk, Vinni",Urfin,heading_name_list,Pukes,"Pukes: Anton, Korshun, Lisp, Liss, Ostap, Udav, Urfin, Voron, Zakuska",medium,no
whois_ada_1781576628,,Ada,Maia,"Ada the Whitest is a Maia.
Last login 12 years, 1 month, and
    22 days ago from [numerical
    address].

Also playing:
Pukes: Anton, Korshun, Lisp, Liss, Ostap, Udav, Urfin, Voron, Zakuska
Darkies: Bober, Dracula, Korn, Pej, Pozitiv, Uktuk, Vinni",Voron,heading_name_list,Pukes,"Pukes: Anton, Korshun, Lisp, Liss, Ostap, Udav, Urfin, Voron, Zakuska",medium,no
whois_ada_1781576628,,Ada,Maia,"Ada the Whitest is a Maia.
Last login 12 years, 1 month, and
    22 days ago from [numerical
    address].

Also playing:
Pukes: Anton, Korshun, Lisp, Liss, Ostap, Udav, Urfin, Voron, Zakuska
Darkies: Bober, Dracula, Korn, Pej, Pozitiv, Uktuk, Vinni",Zakuska,heading_name_list,Pukes,"Pukes: Anton, Korshun, Lisp, Liss, Ostap, Udav, Urfin, Voron, Zakuska",medium,no
whois_ada_1781576628,,Ada,Maia,"Ada the Whitest is a Maia.
Last login 12 years, 1 month, and
    22 days ago from [numerical
    address].

Also playing:
Pukes: Anton, Korshun, Lisp, Liss, Ostap, Udav, Urfin, Voron, Zakuska
Darkies: Bober, Dracula, Korn, Pej, Pozitiv, Uktuk, Vinni",Bober,heading_name_list,Darkies,"Darkies: Bober, Dracula, Korn, Pej, Pozitiv, Uktuk, Vinni",medium,no
whois_ada_1781576628,,Ada,Maia,"Ada the Whitest is a Maia.
Last login 12 years, 1 month, and
    22 days ago from [numerical
    address].

Also playing:
Pukes: Anton, Korshun, Lisp, Liss, Ostap, Udav, Urfin, Voron, Zakuska
Darkies: Bober, Dracula, Korn, Pej, Pozitiv, Uktuk, Vinni",Dracula,heading_name_list,Darkies,"Darkies: Bober, Dracula, Korn, Pej, Pozitiv, Uktuk, Vinni",medium,no
whois_ada_1781576628,,Ada,Maia,"Ada the Whitest is a Maia.
Last login 12 years, 1 month, and
    22 days ago from [numerical
    address].

Also playing:
Pukes: Anton, Korshun, Lisp, Liss, Ostap, Udav, Urfin, Voron, Zakuska
Darkies: Bober, Dracula, Korn, Pej, Pozitiv, Uktuk, Vinni",Korn,heading_name_list,Darkies,"Darkies: Bober, Dracula, Korn, Pej, Pozitiv, Uktuk, Vinni",high,yes
